-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.565685,-0.400000,0.400000
-0.560685,-0.398536,0.408536
-0.561009,-0.398002,0.408611
-0.561352,-0.397477,0.408652
-0.561711,-0.396962,0.408659
-0.562086,-0.396459,0.408632
-0.562475,-0.395970,0.408570
-0.562877,-0.395496,0.408475
-0.563290,-0.395041,0.408347
-0.563713,-0.394605,0.408185
-0.564143,-0.394190,0.407991
-0.564579,-0.393798,0.407766
-0.565020,-0.393431,0.407510
-0.565463,-0.393089,0.407225
-0.565908,-0.392775,0.406911
-0.566351,-0.392490,0.406569
-0.566792,-0.392234,0.406202
-0.567228,-0.392009,0.405810
-0.567658,-0.391815,0.405395
-0.568081,-0.391653,0.404959
-0.568494,-0.391525,0.404504
-0.568896,-0.391430,0.404030
-0.569285,-0.391368,0.403541
